text,label_numeric,label,cleaned_text,tokens
HA MOTHO A SA BE BE KAROLO EA BOTHATA HA HO BONOLO HO UTLOISISA MATHATA A SECHABA,0,neutral,ha motho a sa be be karolo ea bothata ha ho bonolo ho utloisisa mathata a sechaba,"['ha', 'motho', 'a', 'sa', 'be', 'be', 'karolo', 'ea', 'bothata', 'ha', 'ho', 'bonolo', 'ho', 'utloisisa', 'mathata', 'a', 'sechaba']"
KHETLONG LENA LESEPA LEHOLO KE LA MONGA MOTSE HA SE LA MOLATA,-1,negative,khetlong lena lesepa leholo ke la monga motse ha se la molata,"['khetlong', 'lena', 'lesepa', 'leholo', 'ke', 'la', 'monga', 'motse', 'ha', 'se', 'la', 'molata']"
MOSUOE O LELEKOA KAMORA HORE BANA BA SHOELLE MOPHATONG MOTSENG,-1,negative,mosuoe o lelekoa kamora hore bana ba shoelle mophatong motseng,"['mosuoe', 'o', 'lelekoa', 'kamora', 'hore', 'bana', 'ba', 'shoelle', 'mophatong', 'motseng']"
BAETI BA LLA KA LITJEO TSE PHAHAMANG HA BOROKHO BA MOTSENG BO SENYEHILE,-1,negative,baeti ba lla ka litjeo tse phahamang ha borokho ba motseng bo senyehile,"['baeti', 'ba', 'lla', 'ka', 'litjeo', 'tse', 'phahamang', 'ha', 'borokho', 'ba', 'motseng', 'bo', 'senyehile']"
MOSALI O AHLOLOA LIKETE TSE LESHOME KA HO SIA BANA BA HAE,-1,negative,mosali o ahloloa likete tse leshome ka ho sia bana ba hae,"['mosali', 'o', 'ahloloa', 'likete', 'tse', 'leshome', 'ka', 'ho', 'sia', 'bana', 'ba', 'hae']"
MOSALI O THUNYETSOA CHELETE EA MOKHATLO,-1,negative,mosali o thunyetsoa chelete ea mokhatlo,"['mosali', 'o', 'thunyetsoa', 'chelete', 'ea', 'mokhatlo']"
BOROKHO BA SETEREKENG BO KHAOHILE,-1,negative,borokho ba seterekeng bo khaohile,"['borokho', 'ba', 'seterekeng', 'bo', 'khaohile']"
KOTSI EA KOLOI E BAKA LEFU TOROPONG EA SETEREKENG,-1,negative,kotsi ea koloi e baka lefu toropong ea seterekeng,"['kotsi', 'ea', 'koloi', 'e', 'baka', 'lefu', 'toropong', 'ea', 'seterekeng']"
MONNA O HLASELOA KA LITHUNYA SETEREKENG,-1,negative,monna o hlaseloa ka lithunya seterekeng,"['monna', 'o', 'hlaseloa', 'ka', 'lithunya', 'seterekeng']"
TONAKHOLO O AMOHELA MOIFO OA LEBOTHO,1,positive,tonakholo o amohela moifo oa lebotho,"['tonakholo', 'o', 'amohela', 'moifo', 'oa', 'lebotho']"
UTLOA SE ETSAHETSENG KA MOSHEMANE EA SHOELETSENG MOPHATONG SETEREKENG,-1,negative,utloa se etsahetseng ka moshemane ea shoeletseng mophatong seterekeng,"['utloa', 'se', 'etsahetseng', 'ka', 'moshemane', 'ea', 'shoeletseng', 'mophatong', 'seterekeng']"
BANNA BA MO HLABELA LEFU,-1,negative,banna ba mo hlabela lefu,"['banna', 'ba', 'mo', 'hlabela', 'lefu']"
BONA BANNA BA SETEREKENG BA BELAELLOANG POLAONG EA LITHO TSA LELAPA,-1,negative,bona banna ba seterekeng ba belaelloang polaong ea litho tsa lelapa,"['bona', 'banna', 'ba', 'seterekeng', 'ba', 'belaelloang', 'polaong', 'ea', 'litho', 'tsa', 'lelapa']"
MONNA OA MOLATA O BETA NGOANANA EA LILEMO LI 15 SETEREKENG,-1,negative,monna oa molata o beta ngoanana ea lilemo li seterekeng,"['monna', 'oa', 'molata', 'o', 'beta', 'ngoanana', 'ea', 'lilemo', 'li', 'seterekeng']"
MOQHOBI OA LEPHELE O BOLAEA E MONG BA TSEKA BAETI,-1,negative,moqhobi oa lephele o bolaea e mong ba tseka baeti,"['moqhobi', 'oa', 'lephele', 'o', 'bolaea', 'e', 'mong', 'ba', 'tseka', 'baeti']"
MOENA OA SEBINI SA FAMO O BOLAOA KA HO HLAJOA KA THIPA,-1,negative,moena oa sebini sa famo o bolaoa ka ho hlajoa ka thipa,"['moena', 'oa', 'sebini', 'sa', 'famo', 'o', 'bolaoa', 'ka', 'ho', 'hlajoa', 'ka', 'thipa']"
MOSALI LE BARA BA UTSOA LINKU SETEREKENG BA LI HLABA,-1,negative,mosali le bara ba utsoa linku seterekeng ba li hlaba,"['mosali', 'le', 'bara', 'ba', 'utsoa', 'linku', 'seterekeng', 'ba', 'li', 'hlaba']"
KHAREBE E HLABA MOHLANKANA OA EONA KA THIPA SETEREKENG,-1,negative,kharebe e hlaba mohlankana oa eona ka thipa seterekeng,"['kharebe', 'e', 'hlaba', 'mohlankana', 'oa', 'eona', 'ka', 'thipa', 'seterekeng']"
BASHEMANE BA SHOELLA MEPHATONG,-1,negative,bashemane ba shoella mephatong,"['bashemane', 'ba', 'shoella', 'mephatong']"
NKHONO EA LILEMO LI 70 O SITSOA KA MAFAHLA,1,positive,nkhono ea lilemo li o sitsoa ka mafahla,"['nkhono', 'ea', 'lilemo', 'li', 'o', 'sitsoa', 'ka', 'mafahla']"
MOHLANKA O QHAUTSOA KA BOQHEKANYETSI BA CHELETE,-1,negative,mohlanka o qhautsoa ka boqhekanyetsi ba chelete,"['mohlanka', 'o', 'qhautsoa', 'ka', 'boqhekanyetsi', 'ba', 'chelete']"
MOHLANKANA O LITLAMONG KA BOQHEKANYETSI BA SENYETHEHALI SA CHELETE,-1,negative,mohlankana o litlamong ka boqhekanyetsi ba senyethehali sa chelete,"['mohlankana', 'o', 'litlamong', 'ka', 'boqhekanyetsi', 'ba', 'senyethehali', 'sa', 'chelete']"
BO-PULAMALIBOHO BA FUOA THUPELO KE SEPOLESA,1,positive,bopulamaliboho ba fuoa thupelo ke sepolesa,"['bopulamaliboho', 'ba', 'fuoa', 'thupelo', 'ke', 'sepolesa']"
SPRINGBOK SE THEOHELA KA SETSING SA TLHABOLLO SETEREKENG,-1,negative,springbok se theohela ka setsing sa tlhabollo seterekeng,"['springbok', 'se', 'theohela', 'ka', 'setsing', 'sa', 'tlhabollo', 'seterekeng']"
LIKAPESO TSA SEKOLO SA THUPELO EA BAOKI,1,positive,likapeso tsa sekolo sa thupelo ea baoki,"['likapeso', 'tsa', 'sekolo', 'sa', 'thupelo', 'ea', 'baoki']"
UTLOA NTHOE MPE E ENTSOENG KE MOITHUTI O BABOTSE KHAREBE KA MPAMA,-1,negative,utloa nthoe mpe e entsoeng ke moithuti o babotse kharebe ka mpama,"['utloa', 'nthoe', 'mpe', 'e', 'entsoeng', 'ke', 'moithuti', 'o', 'babotse', 'kharebe', 'ka', 'mpama']"
UTLOA NA TONAKHOLO O RENG KA LIPAPALI BAKENG SA NAKO E TLANG,0,neutral,utloa na tonakholo o reng ka lipapali bakeng sa nako e tlang,"['utloa', 'na', 'tonakholo', 'o', 'reng', 'ka', 'lipapali', 'bakeng', 'sa', 'nako', 'e', 'tlang']"
BONA MASHOLU A LIKHOMO A SE NANG LITLHONG,-1,negative,bona masholu a likhomo a se nang litlhong,"['bona', 'masholu', 'a', 'likhomo', 'a', 'se', 'nang', 'litlhong']"
KOTSI E MPE EA KOLOI SETEREKENG SANTENG,-1,negative,kotsi e mpe ea koloi seterekeng santeng,"['kotsi', 'e', 'mpe', 'ea', 'koloi', 'seterekeng', 'santeng']"
TONAKHOLO O IPOTSA LIPOTSO A LE SETEREKENG MOO HO ILENG HOA BOLAOA BATHO,-1,negative,tonakholo o ipotsa lipotso a le seterekeng moo ho ileng hoa bolaoa batho,"['tonakholo', 'o', 'ipotsa', 'lipotso', 'a', 'le', 'seterekeng', 'moo', 'ho', 'ileng', 'hoa', 'bolaoa', 'batho']"
BONA MOSALI EA QOSOANG KA HO NTŠA MAKUNUTU A 'MUSO,-1,negative,bona mosali ea qosoang ka ho nta makunutu a muso,"['bona', 'mosali', 'ea', 'qosoang', 'ka', 'ho', 'nta', 'makunutu', 'a', 'muso']"
KOLOI E PHETHOHA KA BATHO BA 12,-1,negative,koloi e phethoha ka batho ba,"['koloi', 'e', 'phethoha', 'ka', 'batho', 'ba']"
MOENA O BOLAEA MOHOLOANE OA HAE KA BAKA LA MAHLAPA,-1,negative,moena o bolaea moholoane oa hae ka baka la mahlapa,"['moena', 'o', 'bolaea', 'moholoane', 'oa', 'hae', 'ka', 'baka', 'la', 'mahlapa']"
MONNA O NKELOA CHELETE E KAHOLIMO HO M70 000 SETEREKENG KE LITSOTSI,-1,negative,monna o nkeloa chelete e kaholimo ho m seterekeng ke litsotsi,"['monna', 'o', 'nkeloa', 'chelete', 'e', 'kaholimo', 'ho', 'm', 'seterekeng', 'ke', 'litsotsi']"
MOSHEMANE EA SHOELETSENG MOPHATONG O FUMANOE A LE METOPA EA HO SHAPUOA,-1,negative,moshemane ea shoeletseng mophatong o fumanoe a le metopa ea ho shapuoa,"['moshemane', 'ea', 'shoeletseng', 'mophatong', 'o', 'fumanoe', 'a', 'le', 'metopa', 'ea', 'ho', 'shapuoa']"
MOSALI O QOSOA KA HO NTŠA MAKUNUTU A 'MUSO,-1,negative,mosali o qosoa ka ho nta makunutu a muso,"['mosali', 'o', 'qosoa', 'ka', 'ho', 'nta', 'makunutu', 'a', 'muso']"
MOSALI OA SETEREKENG O PHETHA MASISA-PELO KA LENYALO LA HAE,-1,negative,mosali oa seterekeng o phetha masisapelo ka lenyalo la hae,"['mosali', 'oa', 'seterekeng', 'o', 'phetha', 'masisapelo', 'ka', 'lenyalo', 'la', 'hae']"
SEPOLESA SA NAHA EA BOAHISANE SE HAHARA MAKHOMOSHA,1,positive,sepolesa sa naha ea boahisane se hahara makhomosha,"['sepolesa', 'sa', 'naha', 'ea', 'boahisane', 'se', 'hahara', 'makhomosha']"
BANNA BA HLAHELLA HAPE KA PEL'A LEKHOTLA KA BOSHOLU BA THEPA,-1,negative,banna ba hlahella hape ka pela lekhotla ka bosholu ba thepa,"['banna', 'ba', 'hlahella', 'hape', 'ka', 'pela', 'lekhotla', 'ka', 'bosholu', 'ba', 'thepa']"
LIKHOMO LI FUMANOA KA MORUNG,-1,negative,likhomo li fumanoa ka morung,"['likhomo', 'li', 'fumanoa', 'ka', 'morung']"
MOSHANYANA OA SETEREKENG O NYAMETSE NAHENG EA BOAHISANE,-1,negative,moshanyana oa seterekeng o nyametse naheng ea boahisane,"['moshanyana', 'oa', 'seterekeng', 'o', 'nyametse', 'naheng', 'ea', 'boahisane']"
SEAPARO LE KOLOI EA LESOLE LI FUMANOA SETEREKENG PELAELLO KE HORE LE BOLAUOE,-1,negative,seaparo le koloi ea lesole li fumanoa seterekeng pelaello ke hore le bolauoe,"['seaparo', 'le', 'koloi', 'ea', 'lesole', 'li', 'fumanoa', 'seterekeng', 'pelaello', 'ke', 'hore', 'le', 'bolauoe']"
MOOKAMELI OA SEPOLESA O ABELA LITEREKE LIKOLOI TSE NCHA,1,positive,mookameli oa sepolesa o abela litereke likoloi tse ncha,"['mookameli', 'oa', 'sepolesa', 'o', 'abela', 'litereke', 'likoloi', 'tse', 'ncha']"
MOOKAMELI O TLA BOLOKOA SETEREKENG,-1,negative,mookameli o tla bolokoa seterekeng,"['mookameli', 'o', 'tla', 'bolokoa', 'seterekeng']"
LETONA LE ETETSE MOTSENG HO KOPELA SECHABA SETSI SA BOPHELO,1,positive,letona le etetse motseng ho kopela sechaba setsi sa bophelo,"['letona', 'le', 'etetse', 'motseng', 'ho', 'kopela', 'sechaba', 'setsi', 'sa', 'bophelo']"
NGOANANA O AHLOLOA  LILEMO TSE PELI SETEREKENG KA BOSHOLU BA CHELETE,-1,negative,ngoanana o ahloloa lilemo tse peli seterekeng ka bosholu ba chelete,"['ngoanana', 'o', 'ahloloa', 'lilemo', 'tse', 'peli', 'seterekeng', 'ka', 'bosholu', 'ba', 'chelete']"
NKHONO O THUNYETSOA LEFU SETEREKENG KA PELAELLO EA BOLOI,-1,negative,nkhono o thunyetsoa lefu seterekeng ka pelaello ea boloi,"['nkhono', 'o', 'thunyetsoa', 'lefu', 'seterekeng', 'ka', 'pelaello', 'ea', 'boloi']"
METEBO EA SEPOLESA E TLA ABELOA MAKOLOI A MACHA BOESA,1,positive,metebo ea sepolesa e tla abeloa makoloi a macha boesa,"['metebo', 'ea', 'sepolesa', 'e', 'tla', 'abeloa', 'makoloi', 'a', 'macha', 'boesa']"
MONNA O LLELOA KE LITŠEPE KA POLAO EA MOHOLOANE OA HAE,-1,negative,monna o lleloa ke litepe ka polao ea moholoane oa hae,"['monna', 'o', 'lleloa', 'ke', 'litepe', 'ka', 'polao', 'ea', 'moholoane', 'oa', 'hae']"
MONNA O QOSOA KA PETO EA NGOANANA,-1,negative,monna o qosoa ka peto ea ngoanana,"['monna', 'o', 'qosoa', 'ka', 'peto', 'ea', 'ngoanana']"
BANNA BA BOLAEA MOTHO KA LEBAKA LA LENTSOE MONNA,-1,negative,banna ba bolaea motho ka lebaka la lentsoe monna,"['banna', 'ba', 'bolaea', 'motho', 'ka', 'lebaka', 'la', 'lentsoe', 'monna']"
MOHLEKEFETSI OA NGOANA O LLELOA KE LITŠEPE,-1,negative,mohlekefetsi oa ngoana o lleloa ke litepe,"['mohlekefetsi', 'oa', 'ngoana', 'o', 'lleloa', 'ke', 'litepe']"
BASHANYANA BA SHOELETSENG MOPHATONG SETEREKENG BA BOLOKILOE,-1,negative,bashanyana ba shoeletseng mophatong seterekeng ba bolokiloe,"['bashanyana', 'ba', 'shoeletseng', 'mophatong', 'seterekeng', 'ba', 'bolokiloe']"
BONA MOTSAMAISI E MONYANE OA LIPUISANO KA PARAMENTENG,1,positive,bona motsamaisi e monyane oa lipuisano ka paramenteng,"['bona', 'motsamaisi', 'e', 'monyane', 'oa', 'lipuisano', 'ka', 'paramenteng']"
BONA MOSEBETSI O MOTLE OA BARUTOANA BANA KHELEE,1,positive,bona mosebetsi o motle oa barutoana bana khelee,"['bona', 'mosebetsi', 'o', 'motle', 'oa', 'barutoana', 'bana', 'khelee']"
MONNA O QOSOA KA HO HLABA BATHO KA THIPA,-1,negative,monna o qosoa ka ho hlaba batho ka thipa,"['monna', 'o', 'qosoa', 'ka', 'ho', 'hlaba', 'batho', 'ka', 'thipa']"
MOSALI O RE BANA BA KHUTLELE HO LEQHEKU LE BA BETE,-1,negative,mosali o re bana ba khutlele ho leqheku le ba bete,"['mosali', 'o', 're', 'bana', 'ba', 'khutlele', 'ho', 'leqheku', 'le', 'ba', 'bete']"
SELOPO-EMERE SE BELAELLOA POLAONG EA MOCHOLOKO SETEREKENG,-1,negative,selopoemere se belaelloa polaong ea mocholoko seterekeng,"['selopoemere', 'se', 'belaelloa', 'polaong', 'ea', 'mocholoko', 'seterekeng']"
BONA BAOKAMELI BA BANYANE BA SESOLE,1,positive,bona baokameli ba banyane ba sesole,"['bona', 'baokameli', 'ba', 'banyane', 'ba', 'sesole']"
MOSALI O JOOA  CHELETE E 4300 KA SEHLOHO SETEREKENG,-1,negative,mosali o jooa chelete e ka sehloho seterekeng,"['mosali', 'o', 'jooa', 'chelete', 'e', 'ka', 'sehloho', 'seterekeng']"
MONNA O LITLAMONG KA PELAELLO EA HO HLEKEFETSA KA MOTABO,-1,negative,monna o litlamong ka pelaello ea ho hlekefetsa ka motabo,"['monna', 'o', 'litlamong', 'ka', 'pelaello', 'ea', 'ho', 'hlekefetsa', 'ka', 'motabo']"
BONA BAOKAMELI BA BANYANE BA LITSI TSA CHANKANA,1,positive,bona baokameli ba banyane ba litsi tsa chankana,"['bona', 'baokameli', 'ba', 'banyane', 'ba', 'litsi', 'tsa', 'chankana']"
MONNA O SA TSOA THUNNGOA SETEREKENG,-1,negative,monna o sa tsoa thunngoa seterekeng,"['monna', 'o', 'sa', 'tsoa', 'thunngoa', 'seterekeng']"
LEKHOTLA LE FUMANA MELATA E LE MOLATO,-1,negative,lekhotla le fumana melata e le molato,"['lekhotla', 'le', 'fumana', 'melata', 'e', 'le', 'molato']"
MOSALI O QHALA KEMARO LE HO LAHLELA SETOTSOANA KA NTLOANENG,-1,negative,mosali o qhala kemaro le ho lahlela setotsoana ka ntloaneng,"['mosali', 'o', 'qhala', 'kemaro', 'le', 'ho', 'lahlela', 'setotsoana', 'ka', 'ntloaneng']"
KHILI HONA LE BATHO BA KHOPO SECHABA THUSANANG RE FUMANE LESHOLU LEO,-1,negative,khili hona le batho ba khopo sechaba thusanang re fumane lesholu leo,"['khili', 'hona', 'le', 'batho', 'ba', 'khopo', 'sechaba', 'thusanang', 're', 'fumane', 'lesholu', 'leo']"
NGOANANA EA NYAMETSENG SETEREKENG O RE O KOETETSOE O KA HARA MOCUCU O MOHOLO,-1,negative,ngoanana ea nyametseng seterekeng o re o koetetsoe o ka hara mocucu o moholo,"['ngoanana', 'ea', 'nyametseng', 'seterekeng', 'o', 're', 'o', 'koetetsoe', 'o', 'ka', 'hara', 'mocucu', 'o', 'moholo']"
BONA BAOKAMELI BA BANYANE BA SEPOLESA,1,positive,bona baokameli ba banyane ba sepolesa,"['bona', 'baokameli', 'ba', 'banyane', 'ba', 'sepolesa']"
NAHA E KETEKA LETSATSI LA PEHO EA LIHLOMO FATŠE,1,positive,naha e keteka letsatsi la peho ea lihlomo fate,"['naha', 'e', 'keteka', 'letsatsi', 'la', 'peho', 'ea', 'lihlomo', 'fate']"
LEBENKELE LA MACHAENA LE CHA LORE BASEBETSI BA LEBENKELE BA TLOKOTSING EA HO FELLOA KE MOSEBETSI,-1,negative,lebenkele la machaena le cha lore basebetsi ba lebenkele ba tlokotsing ea ho felloa ke mosebetsi,"['lebenkele', 'la', 'machaena', 'le', 'cha', 'lore', 'basebetsi', 'ba', 'lebenkele', 'ba', 'tlokotsing', 'ea', 'ho', 'felloa', 'ke', 'mosebetsi']"
LETONA LA BOPHELO LE BULA CLINIC SETEREKENG,1,positive,letona la bophelo le bula clinic seterekeng,"['letona', 'la', 'bophelo', 'le', 'bula', 'clinic', 'seterekeng']"
MOSALI O QHAUTSOA KE MAHOKELA A ILO KALIMA NGOANA MOTSENG,-1,negative,mosali o qhautsoa ke mahokela a ilo kalima ngoana motseng,"['mosali', 'o', 'qhautsoa', 'ke', 'mahokela', 'a', 'ilo', 'kalima', 'ngoana', 'motseng']"
BATHO BA BAHLANO BA THUNYETSOA LEFU SETEREKENG,-1,negative,batho ba bahlano ba thunyetsoa lefu seterekeng,"['batho', 'ba', 'bahlano', 'ba', 'thunyetsoa', 'lefu', 'seterekeng']"
MONNA O BATLOA KA HO QHEKETSA LE BOSHOLU,-1,negative,monna o batloa ka ho qheketsa le bosholu,"['monna', 'o', 'batloa', 'ka', 'ho', 'qheketsa', 'le', 'bosholu']"
SEPOLESA SE QHAUTSA LESHOLU,1,positive,sepolesa se qhautsa lesholu,"['sepolesa', 'se', 'qhautsa', 'lesholu']"
MONNA O HLAHA KA PELA LEKHOTLA KA POLAO,-1,negative,monna o hlaha ka pela lekhotla ka polao,"['monna', 'o', 'hlaha', 'ka', 'pela', 'lekhotla', 'ka', 'polao']"
BANNA BA BABELI BA QOSOA KA POLAO EA MOTHO,-1,negative,banna ba babeli ba qosoa ka polao ea motho,"['banna', 'ba', 'babeli', 'ba', 'qosoa', 'ka', 'polao', 'ea', 'motho']"
MOHLANKANA  O LITLAMONG TSA SEPOLESA HAPE KA BOSHOLU,-1,negative,mohlankana o litlamong tsa sepolesa hape ka bosholu,"['mohlankana', 'o', 'litlamong', 'tsa', 'sepolesa', 'hape', 'ka', 'bosholu']"
MOQHOBI OA LEPHELE O THUNYETSOA LEFU SETEREKENG,-1,negative,moqhobi oa lephele o thunyetsoa lefu seterekeng,"['moqhobi', 'oa', 'lephele', 'o', 'thunyetsoa', 'lefu', 'seterekeng']"
MONNA EA THIKHITHETSOENG QOQOTHO LE HO TLOSOA LITHO TSA BOTONA OA BOLOKOA,-1,negative,monna ea thikhithetsoeng qoqotho le ho tlosoa litho tsa botona oa bolokoa,"['monna', 'ea', 'thikhithetsoeng', 'qoqotho', 'le', 'ho', 'tlosoa', 'litho', 'tsa', 'botona', 'oa', 'bolokoa']"
NGOANANA EA ILENG A BETOA LE HO BOLAOA O OA BOLOKOA MOTSENG,-1,negative,ngoanana ea ileng a betoa le ho bolaoa o oa bolokoa motseng,"['ngoanana', 'ea', 'ileng', 'a', 'betoa', 'le', 'ho', 'bolaoa', 'o', 'oa', 'bolokoa', 'motseng']"
BANA BA MOTHO BA IPEPISA LE HO LAHLA MASEA SETEREKENG,-1,negative,bana ba motho ba ipepisa le ho lahla masea seterekeng,"['bana', 'ba', 'motho', 'ba', 'ipepisa', 'le', 'ho', 'lahla', 'masea', 'seterekeng']"
LITHO TSA 'MELE EA BATHO LI FUMANOA KA HARA NKHO SETEREKENG,-1,negative,litho tsa mele ea batho li fumanoa ka hara nkho seterekeng,"['litho', 'tsa', 'mele', 'ea', 'batho', 'li', 'fumanoa', 'ka', 'hara', 'nkho', 'seterekeng']"
NGOANANA O NYAMETSE KA CHELETE,-1,negative,ngoanana o nyametse ka chelete,"['ngoanana', 'o', 'nyametse', 'ka', 'chelete']"
SETOTSOANA SE FUMANOA SE LAHLETSOE KA HARA JARETE EA MOTHO SETEREKENG,-1,negative,setotsoana se fumanoa se lahletsoe ka hara jarete ea motho seterekeng,"['setotsoana', 'se', 'fumanoa', 'se', 'lahletsoe', 'ka', 'hara', 'jarete', 'ea', 'motho', 'seterekeng']"
TSEBISO E POTLAKILENG HO SECHABA,0,neutral,tsebiso e potlakileng ho sechaba,"['tsebiso', 'e', 'potlakileng', 'ho', 'sechaba']"
BARUTOANA BA SEKOLO BA HOBOSA TICHERE,-1,negative,barutoana ba sekolo ba hobosa tichere,"['barutoana', 'ba', 'sekolo', 'ba', 'hobosa', 'tichere']"
MASHOLU A KHAKHATHELOA LEFU SETEREKENG,-1,negative,masholu a khakhatheloa lefu seterekeng,"['masholu', 'a', 'khakhatheloa', 'lefu', 'seterekeng']"
SEKHUKHUNI SE BONOA KE SEBATALATSI,-1,negative,sekhukhuni se bonoa ke sebatalatsi,"['sekhukhuni', 'se', 'bonoa', 'ke', 'sebatalatsi']"
SETOPO SA NGOANANA SE FUMANOA TLASA BETHE,-1,negative,setopo sa ngoanana se fumanoa tlasa bethe,"['setopo', 'sa', 'ngoanana', 'se', 'fumanoa', 'tlasa', 'bethe']"
SETOPO SA NGOANANA SE FUMANOA KA LENGOPENG MOTSENG,-1,negative,setopo sa ngoanana se fumanoa ka lengopeng motseng,"['setopo', 'sa', 'ngoanana', 'se', 'fumanoa', 'ka', 'lengopeng', 'motseng']"
SETOPO SE FUMANOE SE UTSUOE SETEREKENG,-1,negative,setopo se fumanoe se utsuoe seterekeng,"['setopo', 'se', 'fumanoe', 'se', 'utsuoe', 'seterekeng']"
SEHLOPHA BA BOLO SE ITLHAPHOTSE KA MOFETO O MAQA A LISUMA KAJENO,1,positive,sehlopha ba bolo se itlhaphotse ka mofeto o maqa a lisuma kajeno,"['sehlopha', 'ba', 'bolo', 'se', 'itlhaphotse', 'ka', 'mofeto', 'o', 'maqa', 'a', 'lisuma', 'kajeno']"
SEBITI SA TONKI SE RE SE NE SE TAUOE HA SEA BONA LETHO,-1,negative,sebiti sa tonki se re se ne se tauoe ha sea bona letho,"['sebiti', 'sa', 'tonki', 'se', 're', 'se', 'ne', 'se', 'tauoe', 'ha', 'sea', 'bona', 'letho']"
MOSHANYANA O FUMANOA A NTSE A IMENYA-MENYA KA TONKI,-1,negative,moshanyana o fumanoa a ntse a imenyamenya ka tonki,"['moshanyana', 'o', 'fumanoa', 'a', 'ntse', 'a', 'imenyamenya', 'ka', 'tonki']"
SETOPO SE FUMANOA KA LENGOPENG SETEREKENG,-1,negative,setopo se fumanoa ka lengopeng seterekeng,"['setopo', 'se', 'fumanoa', 'ka', 'lengopeng', 'seterekeng']"
MOLOI O TŠOAROA HAHA KE MONGA LELAPA,-1,negative,moloi o toaroa haha ke monga lelapa,"['moloi', 'o', 'toaroa', 'haha', 'ke', 'monga', 'lelapa']"
KOLOI E CHAISA MOSALI TOROPONG,-1,negative,koloi e chaisa mosali toropong,"['koloi', 'e', 'chaisa', 'mosali', 'toropong']"
MONNA OA MOLATA O FUMANOA KA HOBA LE SEKOLO KA THEKO HO MOLAO SETEREKENG,-1,negative,monna oa molata o fumanoa ka hoba le sekolo ka theko ho molao seterekeng,"['monna', 'oa', 'molata', 'o', 'fumanoa', 'ka', 'hoba', 'le', 'sekolo', 'ka', 'theko', 'ho', 'molao', 'seterekeng']"
TONAKHOLO O TLA TEKELA SECHABA PUO KAJENO,0,neutral,tonakholo o tla tekela sechaba puo kajeno,"['tonakholo', 'o', 'tla', 'tekela', 'sechaba', 'puo', 'kajeno']"
MOTHO O THUNYETSOA LEFU SETEREKENG,-1,negative,motho o thunyetsoa lefu seterekeng,"['motho', 'o', 'thunyetsoa', 'lefu', 'seterekeng']"
MOSALI OA SETEREKENG O FENETHELOA TOROPONG,-1,negative,mosali oa seterekeng o fenetheloa toropong,"['mosali', 'oa', 'seterekeng', 'o', 'fenetheloa', 'toropong']"
SECHABA SA QHAUTSA LESHOLU SETEREKENG,-1,negative,sechaba sa qhautsa lesholu seterekeng,"['sechaba', 'sa', 'qhautsa', 'lesholu', 'seterekeng']"
MOSALI O FUMANA MONNA LE NGOANABO BA KHALEHILE AE AKHETSE KA HARA LEUPA,-1,negative,mosali o fumana monna le ngoanabo ba khalehile ae akhetse ka hara leupa,"['mosali', 'o', 'fumana', 'monna', 'le', 'ngoanabo', 'ba', 'khalehile', 'ae', 'akhetse', 'ka', 'hara', 'leupa']"
E MONG OA BANANA BA BOLAUOENG O OA BOLOKOA,-1,negative,e mong oa banana ba bolauoeng o oa bolokoa,"['e', 'mong', 'oa', 'banana', 'ba', 'bolauoeng', 'o', 'oa', 'bolokoa']"
MOSALI O JOOA LIKETE TSE HLANO KE MOSALI E MONG SETEREKENG,-1,negative,mosali o jooa likete tse hlano ke mosali e mong seterekeng,"['mosali', 'o', 'jooa', 'likete', 'tse', 'hlano', 'ke', 'mosali', 'e', 'mong', 'seterekeng']"
BAITHUTI BA SEKOLO BA KOPANE LE PELA LIFALLA MAOBANE BOSIU SETEREKENG,-1,negative,baithuti ba sekolo ba kopane le pela lifalla maobane bosiu seterekeng,"['baithuti', 'ba', 'sekolo', 'ba', 'kopane', 'le', 'pela', 'lifalla', 'maobane', 'bosiu', 'seterekeng']"
MONNA O THUNYETSOA LEFU SETEREKNG,-1,negative,monna o thunyetsoa lefu seterekng,"['monna', 'o', 'thunyetsoa', 'lefu', 'seterekng']"
MONNA O SHOELLA MOTHAMAHANE SETEREKENG,-1,negative,monna o shoella mothamahane seterekeng,"['monna', 'o', 'shoella', 'mothamahane', 'seterekeng']"
BASHANYANA BA BOLAILENG BANANA BA TINGOA BAIL SETEREKENG,-1,negative,bashanyana ba bolaileng banana ba tingoa bail seterekeng,"['bashanyana', 'ba', 'bolaileng', 'banana', 'ba', 'tingoa', 'bail', 'seterekeng']"
SESOLE SE KHALEMA LITLOKOTSEBE,1,positive,sesole se khalema litlokotsebe,"['sesole', 'se', 'khalema', 'litlokotsebe']"
'MELAELLOA POLAONG EA BANNA BA BABELI O QHAUTSOA KE SEPOLESA,-1,negative,melaelloa polaong ea banna ba babeli o qhautsoa ke sepolesa,"['melaelloa', 'polaong', 'ea', 'banna', 'ba', 'babeli', 'o', 'qhautsoa', 'ke', 'sepolesa']"
MOSHANYANA O BETA NGOANA EA LILEMO LI HLANO,-1,negative,moshanyana o beta ngoana ea lilemo li hlano,"['moshanyana', 'o', 'beta', 'ngoana', 'ea', 'lilemo', 'li', 'hlano']"
MONNA O FUMANOA A TIMETSE TOROPONG,-1,negative,monna o fumanoa a timetse toropong,"['monna', 'o', 'fumanoa', 'a', 'timetse', 'toropong']"
