sentence,Final_Label,predict_name,cleaned_sentence,tokens
@user nnyaa rra ke go ngunanguna fela mo mesong ke rapela boroko ,positive,Setswana,nnyaa rra ke go ngunanguna fela mo mesong ke rapela boroko,"['nnyaa', 'rra', 'ke', 'go', 'ngunanguna', 'fela', 'mo', 'mesong', 'ke', 'rapela', 'boroko']"
after cooking the white rice tshela aromat ,neutral,Setswana,after cooking the white rice tshela aromat,"['after', 'cooking', 'the', 'white', 'rice', 'tshela', 'aromat']"
mathata le akanya moloi ke yoo tsamayang bosigo a palame nnale ,neutral,Setswana,mathata le akanya moloi ke yoo tsamayang bosigo a palame nnale,"['mathata', 'le', 'akanya', 'moloi', 'ke', 'yoo', 'tsamayang', 'bosigo', 'a', 'palame', 'nnale']"
@user report him to hr ke harassment ntwe gape o tsena kae mo tabeng tsa bo mme ele ntate,negative,Setswana,report him to hr ke harassment ntwe gape o tsena kae mo tabeng tsa bo mme ele ntate,"['report', 'him', 'to', 'hr', 'ke', 'harassment', 'ntwe', 'gape', 'o', 'tsena', 'kae', 'mo', 'tabeng', 'tsa', 'bo', 'mme', 'ele', 'ntate']"
@user please you gadda love kgosi tlhe ,positive,Setswana,please you gadda love kgosi tlhe,"['please', 'you', 'gadda', 'love', 'kgosi', 'tlhe']"
@user @user sentle hela,neutral,Setswana,sentle hela,"['sentle', 'hela']"
@user bone bao e le gore dingwaga di eme jang ,negative,Setswana,bone bao e le gore dingwaga di eme jang,"['bone', 'bao', 'e', 'le', 'gore', 'dingwaga', 'di', 'eme', 'jang']"
@user @user haho khang moholoane etla hlaha joalo eka ke motho ea senang botho empa nna ke hlokometse hore ntho enngoe le enngoe ho comedian is a joke ke hopola ena trevor a araba mme eane oa bbc ka racism ,negative,Setswana,haho khang moholoane etla hlaha joalo eka ke motho ea senang botho empa nna ke hlokometse hore ntho enngoe le enngoe ho comedian is a joke ke hopola ena trevor a araba mme eane oa bbc ka racism,"['haho', 'khang', 'moholoane', 'etla', 'hlaha', 'joalo', 'eka', 'ke', 'motho', 'ea', 'senang', 'botho', 'empa', 'nna', 'ke', 'hlokometse', 'hore', 'ntho', 'enngoe', 'le', 'enngoe', 'ho', 'comedian', 'is', 'a', 'joke', 'ke', 'hopola', 'ena', 'trevor', 'a', 'araba', 'mme', 'eane', 'oa', 'bbc', 'ka', 'racism']"
@user go thata hlem,negative,Setswana,go thata hlem,"['go', 'thata', 'hlem']"
@user bopha ,neutral,Setswana,bopha,['bopha']
kopana le @user ka ura ya bosomelebongwe mo mosadi wa letlapa basadi le kgwebo live stream reetsa mo- kana o lebelele ka tlhamalalo kwa facebook le youtube tsa rona ,negative,Setswana,kopana le ka ura ya bosomelebongwe mo mosadi wa letlapa basadi le kgwebo live stream reetsa mo kana o lebelele ka tlhamalalo kwa facebook le youtube tsa rona,"['kopana', 'le', 'ka', 'ura', 'ya', 'bosomelebongwe', 'mo', 'mosadi', 'wa', 'letlapa', 'basadi', 'le', 'kgwebo', 'live', 'stream', 'reetsa', 'mo', 'kana', 'o', 'lebelele', 'ka', 'tlhamalalo', 'kwa', 'facebook', 'le', 'youtube', 'tsa', 'rona']"
@user wa bo o ka tshega ,positive,Setswana,wa bo o ka tshega,"['wa', 'bo', 'o', 'ka', 'tshega']"
@user ke ipotsa o mpotsa eng ,positive,Setswana,ke ipotsa o mpotsa eng,"['ke', 'ipotsa', 'o', 'mpotsa', 'eng']"
@user @user aah nnyaa ne ba gana mona yalz should be all out for him aggressive and never stops running ,positive,Setswana,aah nnyaa ne ba gana mona yalz should be all out for him aggressive and never stops running,"['aah', 'nnyaa', 'ne', 'ba', 'gana', 'mona', 'yalz', 'should', 'be', 'all', 'out', 'for', 'him', 'aggressive', 'and', 'never', 'stops', 'running']"
monna enoa oeso ha a tle hae re tlo lema re alose linku le ena o bile ka paramenteng ho feta 20yrs ntate kose makoa ha a phomole o sitiloe le ho ntlafatsa esale a tlatsa ba buoang ,negative,Setswana,monna enoa oeso ha a tle hae re tlo lema re alose linku le ena o bile ka paramenteng ho feta yrs ntate kose makoa ha a phomole o sitiloe le ho ntlafatsa esale a tlatsa ba buoang,"['monna', 'enoa', 'oeso', 'ha', 'a', 'tle', 'hae', 're', 'tlo', 'lema', 're', 'alose', 'linku', 'le', 'ena', 'o', 'bile', 'ka', 'paramenteng', 'ho', 'feta', 'yrs', 'ntate', 'kose', 'makoa', 'ha', 'a', 'phomole', 'o', 'sitiloe', 'le', 'ho', 'ntlafatsa', 'esale', 'a', 'tlatsa', 'ba', 'buoang']"
@user @user nyx njani ke rata go provoker di sexual desires tsa batho when i talk about it so se ke pleasure e pila thata,negative,Setswana,nyx njani ke rata go provoker di sexual desires tsa batho when i talk about it so se ke pleasure e pila thata,"['nyx', 'njani', 'ke', 'rata', 'go', 'provoker', 'di', 'sexual', 'desires', 'tsa', 'batho', 'when', 'i', 'talk', 'about', 'it', 'so', 'se', 'ke', 'pleasure', 'e', 'pila', 'thata']"
@user @user o tshabele kgakala ,neutral,Setswana,o tshabele kgakala,"['o', 'tshabele', 'kgakala']"
@user you good nna ka lwala flue,negative,Setswana,you good nna ka lwala flue,"['you', 'good', 'nna', 'ka', 'lwala', 'flue']"
ha go a nowa sentle weekend e waitse ,negative,Setswana,ha go a nowa sentle weekend e waitse,"['ha', 'go', 'a', 'nowa', 'sentle', 'weekend', 'e', 'waitse']"
@user ey go botlhoko mara ,neutral,Setswana,ey go botlhoko mara,"['ey', 'go', 'botlhoko', 'mara']"
@user araba ausi ro dira jang ,positive,Setswana,araba ausi ro dira jang,"['araba', 'ausi', 'ro', 'dira', 'jang']"
let me try and watch this carter movie while ke santse ke kgotshe jaana,neutral,Setswana,let me try and watch this carter movie while ke santse ke kgotshe jaana,"['let', 'me', 'try', 'and', 'watch', 'this', 'carter', 'movie', 'while', 'ke', 'santse', 'ke', 'kgotshe', 'jaana']"
@user bafana baka baaa,negative,Setswana,bafana baka baaa,"['bafana', 'baka', 'baaa']"
@user sure ausi o montle thata ,negative,Setswana,sure ausi o montle thata,"['sure', 'ausi', 'o', 'montle', 'thata']"
@user even if ne bale teng hwa tshwana,positive,Setswana,even if ne bale teng hwa tshwana,"['even', 'if', 'ne', 'bale', 'teng', 'hwa', 'tshwana']"
@user ontsenya matlho mmata tom tloge gotwe ga kago ruta sentle,positive,Setswana,ontsenya matlho mmata tom tloge gotwe ga kago ruta sentle,"['ontsenya', 'matlho', 'mmata', 'tom', 'tloge', 'gotwe', 'ga', 'kago', 'ruta', 'sentle']"
@user @user @user bese kuba sengathi you are one of those young girls abajola nabo bhuti abadala kanti ontanga bakho ,negative,Setswana,bese kuba sengathi you are one of those young girls abajola nabo bhuti abadala kanti ontanga bakho,"['bese', 'kuba', 'sengathi', 'you', 'are', 'one', 'of', 'those', 'young', 'girls', 'abajola', 'nabo', 'bhuti', 'abadala', 'kanti', 'ontanga', 'bakho']"
@user o raa gore o kgona go ipotsa gore o mang ,negative,Setswana,o raa gore o kgona go ipotsa gore o mang,"['o', 'raa', 'gore', 'o', 'kgona', 'go', 'ipotsa', 'gore', 'o', 'mang']"
bagaesho bophelo bo thata ,negative,Setswana,bagaesho bophelo bo thata,"['bagaesho', 'bophelo', 'bo', 'thata']"
 i prefer niggas with big dicks bona nou hao tshega wa rota,negative,Setswana,i prefer niggas with big dicks bona nou hao tshega wa rota,"['i', 'prefer', 'niggas', 'with', 'big', 'dicks', 'bona', 'nou', 'hao', 'tshega', 'wa', 'rota']"
@user dumela ntate new here ,neutral,Setswana,dumela ntate new here,"['dumela', 'ntate', 'new', 'here']"
@user go phakela therra ao ,neutral,Setswana,go phakela therra ao,"['go', 'phakela', 'therra', 'ao']"
kana kgang bolo hela ya itoso bodutu ,negative,Setswana,kana kgang bolo hela ya itoso bodutu,"['kana', 'kgang', 'bolo', 'hela', 'ya', 'itoso', 'bodutu']"
hei bana fumana mesebetsi e meng e monate ho bina le ho tant a tlo le rona ho kajeno ka15 30 ho @user kaha li fumaneha ka puo ea sesotho @sabceducation ,negative,Setswana,hei bana fumana mesebetsi e meng e monate ho bina le ho tant a tlo le rona ho kajeno ka ho kaha li fumaneha ka puo ea sesotho,"['hei', 'bana', 'fumana', 'mesebetsi', 'e', 'meng', 'e', 'monate', 'ho', 'bina', 'le', 'ho', 'tant', 'a', 'tlo', 'le', 'rona', 'ho', 'kajeno', 'ka', 'ho', 'kaha', 'li', 'fumaneha', 'ka', 'puo', 'ea', 'sesotho']"
@user @user @user she wouldn t i mean i saw ka nna maloba,neutral,Setswana,she wouldn t i mean i saw ka nna maloba,"['she', 'wouldn', 't', 'i', 'mean', 'i', 'saw', 'ka', 'nna', 'maloba']"
@user batho ba ba gaufi le pelo yame ,neutral,Setswana,batho ba ba gaufi le pelo yame,"['batho', 'ba', 'ba', 'gaufi', 'le', 'pelo', 'yame']"
@user nelly le ltk kgang ya nyena ya 4 ka utlwa e ya kae ,positive,Setswana,nelly le ltk kgang ya nyena ya ka utlwa e ya kae,"['nelly', 'le', 'ltk', 'kgang', 'ya', 'nyena', 'ya', 'ka', 'utlwa', 'e', 'ya', 'kae']"
@user nnyaa nna i wil support the stadium rather than supporting those 2 teams,positive,Setswana,nnyaa nna i wil support the stadium rather than supporting those teams,"['nnyaa', 'nna', 'i', 'wil', 'support', 'the', 'stadium', 'rather', 'than', 'supporting', 'those', 'teams']"
@user owai kae tota reye teng ,neutral,Setswana,owai kae tota reye teng,"['owai', 'kae', 'tota', 'reye', 'teng']"
@user desando ke tsotsi le yena le go fetsa dikuku ka teye ko office tsa turf high ,negative,Setswana,desando ke tsotsi le yena le go fetsa dikuku ka teye ko office tsa turf high,"['desando', 'ke', 'tsotsi', 'le', 'yena', 'le', 'go', 'fetsa', 'dikuku', 'ka', 'teye', 'ko', 'office', 'tsa', 'turf', 'high']"
@user @user mara why o tshega - tjonnanna weh waits resatlo gobala mara,negative,Setswana,mara why o tshega tjonnanna weh waits resatlo gobala mara,"['mara', 'why', 'o', 'tshega', 'tjonnanna', 'weh', 'waits', 'resatlo', 'gobala', 'mara']"
@user good morning moloyi o mogolo,neutral,Setswana,good morning moloyi o mogolo,"['good', 'morning', 'moloyi', 'o', 'mogolo']"
@user o tshogile ,positive,Setswana,o tshogile,"['o', 'tshogile']"
@user erden kt m ilk g n 3-4 kez araba arp yodu bika kez de neden ge miyon bekliyon diye e im s ylenmi ti lk g n atlat rsa ki atlat r gerisi kolay,neutral,Setswana,erden kt m ilk g n kez araba arp yodu bika kez de neden ge miyon bekliyon diye e im s ylenmi ti lk g n atlat rsa ki atlat r gerisi kolay,"['erden', 'kt', 'm', 'ilk', 'g', 'n', 'kez', 'araba', 'arp', 'yodu', 'bika', 'kez', 'de', 'neden', 'ge', 'miyon', 'bekliyon', 'diye', 'e', 'im', 's', 'ylenmi', 'ti', 'lk', 'g', 'n', 'atlat', 'rsa', 'ki', 'atlat', 'r', 'gerisi', 'kolay']"
 driver bare ke fologe oakmoor ka nako yeo taxi e sa tshela petrol ga moloi ,negative,Setswana,driver bare ke fologe oakmoor ka nako yeo taxi e sa tshela petrol ga moloi,"['driver', 'bare', 'ke', 'fologe', 'oakmoor', 'ka', 'nako', 'yeo', 'taxi', 'e', 'sa', 'tshela', 'petrol', 'ga', 'moloi']"
@user @user pinned tweet ya hao ya swabisa o mogolo ,negative,Setswana,pinned tweet ya hao ya swabisa o mogolo,"['pinned', 'tweet', 'ya', 'hao', 'ya', 'swabisa', 'o', 'mogolo']"
@user e tshameka leng ,neutral,Setswana,e tshameka leng,"['e', 'tshameka', 'leng']"
@user @user le siame kore le batla roflhe re patele ka nkane,positive,Setswana,le siame kore le batla roflhe re patele ka nkane,"['le', 'siame', 'kore', 'le', 'batla', 'roflhe', 're', 'patele', 'ka', 'nkane']"
 lmaoooo my sister thought she was tumi until grade 3 no one called her boitumelo lmao ,negative,Setswana,lmaoooo my sister thought she was tumi until grade no one called her boitumelo lmao,"['lmaoooo', 'my', 'sister', 'thought', 'she', 'was', 'tumi', 'until', 'grade', 'no', 'one', 'called', 'her', 'boitumelo', 'lmao']"
@user ga wa theogela o bua ka di debate jaana,negative,Setswana,ga wa theogela o bua ka di debate jaana,"['ga', 'wa', 'theogela', 'o', 'bua', 'ka', 'di', 'debate', 'jaana']"
@user ke santse ke kgalema le jaanong ,positive,Setswana,ke santse ke kgalema le jaanong,"['ke', 'santse', 'ke', 'kgalema', 'le', 'jaanong']"
o kopana kae le bone ,neutral,Setswana,o kopana kae le bone,"['o', 'kopana', 'kae', 'le', 'bone']"
@user nna rra ngwanake osantse ale monnye gape o batla monnawe so ng ng ke shapo nko ka adima thobane yaga kherole ka disguiser ka yone ,negative,Setswana,nna rra ngwanake osantse ale monnye gape o batla monnawe so ng ng ke shapo nko ka adima thobane yaga kherole ka disguiser ka yone,"['nna', 'rra', 'ngwanake', 'osantse', 'ale', 'monnye', 'gape', 'o', 'batla', 'monnawe', 'so', 'ng', 'ng', 'ke', 'shapo', 'nko', 'ka', 'adima', 'thobane', 'yaga', 'kherole', 'ka', 'disguiser', 'ka', 'yone']"
@user ao nna ke utlwa botlhoko hela ,negative,Setswana,ao nna ke utlwa botlhoko hela,"['ao', 'nna', 'ke', 'utlwa', 'botlhoko', 'hela']"
@user @user @user ke kopa dikuku nkgono repentance ke choice but not under duress we love you as you are,negative,Setswana,ke kopa dikuku nkgono repentance ke choice but not under duress we love you as you are,"['ke', 'kopa', 'dikuku', 'nkgono', 'repentance', 'ke', 'choice', 'but', 'not', 'under', 'duress', 'we', 'love', 'you', 'as', 'you', 'are']"
@user @user go tla siama laitaka modimo o teng,negative,Setswana,go tla siama laitaka modimo o teng,"['go', 'tla', 'siama', 'laitaka', 'modimo', 'o', 'teng']"
go nna le bana rele banye ke mathata my 7 year old calls me princess le mama hela o 62 o bidiwa princess ga kelemile o mmitsa lady ,negative,Setswana,go nna le bana rele banye ke mathata my year old calls me princess le mama hela o o bidiwa princess ga kelemile o mmitsa lady,"['go', 'nna', 'le', 'bana', 'rele', 'banye', 'ke', 'mathata', 'my', 'year', 'old', 'calls', 'me', 'princess', 'le', 'mama', 'hela', 'o', 'o', 'bidiwa', 'princess', 'ga', 'kelemile', 'o', 'mmitsa', 'lady']"
di simolola gore emelela o bine mme di itse ha ke blind ,positive,Setswana,di simolola gore emelela o bine mme di itse ha ke blind,"['di', 'simolola', 'gore', 'emelela', 'o', 'bine', 'mme', 'di', 'itse', 'ha', 'ke', 'blind']"
@user @user kante why o ntsha katse ka gare ga bag ,positive,Setswana,kante why o ntsha katse ka gare ga bag,"['kante', 'why', 'o', 'ntsha', 'katse', 'ka', 'gare', 'ga', 'bag']"
@user aah ah wa bo o bua dife not that one o ka se dire jalo or jang,negative,Setswana,aah ah wa bo o bua dife not that one o ka se dire jalo or jang,"['aah', 'ah', 'wa', 'bo', 'o', 'bua', 'dife', 'not', 'that', 'one', 'o', 'ka', 'se', 'dire', 'jalo', 'or', 'jang']"
ho boima ho thata banna ko loftus versveld ,negative,Setswana,ho boima ho thata banna ko loftus versveld,"['ho', 'boima', 'ho', 'thata', 'banna', 'ko', 'loftus', 'versveld']"
@user oh hey bese ngimbona quoting and swearing on ig,negative,Setswana,oh hey bese ngimbona quoting and swearing on ig,"['oh', 'hey', 'bese', 'ngimbona', 'quoting', 'and', 'swearing', 'on', 'ig']"
@user iyoo mjolo ha o na thaka shame o tla sala o ipotsa bo y me ,negative,Setswana,iyoo mjolo ha o na thaka shame o tla sala o ipotsa bo y me,"['iyoo', 'mjolo', 'ha', 'o', 'na', 'thaka', 'shame', 'o', 'tla', 'sala', 'o', 'ipotsa', 'bo', 'y', 'me']"
di man crush tsa lona dimo spacing sa musa ,negative,Setswana,di man crush tsa lona dimo spacing sa musa,"['di', 'man', 'crush', 'tsa', 'lona', 'dimo', 'spacing', 'sa', 'musa']"
tshela dio tseo metsi o bona batho ,positive,Setswana,tshela dio tseo metsi o bona batho,"['tshela', 'dio', 'tseo', 'metsi', 'o', 'bona', 'batho']"
@user i ll check it out ausi and confirm of i ve received the readings ,neutral,Setswana,i ll check it out ausi and confirm of i ve received the readings,"['i', 'll', 'check', 'it', 'out', 'ausi', 'and', 'confirm', 'of', 'i', 've', 'received', 'the', 'readings']"
@user @user i was trying to show that pets not blame everything on corruption leha resa itse gore batho ba kgonne matshelo jang rather ke lebe gaufi lenna,negative,Setswana,i was trying to show that pets not blame everything on corruption leha resa itse gore batho ba kgonne matshelo jang rather ke lebe gaufi lenna,"['i', 'was', 'trying', 'to', 'show', 'that', 'pets', 'not', 'blame', 'everything', 'on', 'corruption', 'leha', 'resa', 'itse', 'gore', 'batho', 'ba', 'kgonne', 'matshelo', 'jang', 'rather', 'ke', 'lebe', 'gaufi', 'lenna']"
ah ah o bua ka eng jaanong ,neutral,Setswana,ah ah o bua ka eng jaanong,"['ah', 'ah', 'o', 'bua', 'ka', 'eng', 'jaanong']"
waitse ke otsela hela mogo sa nnang sentle must be last night s allergex coz ng ng ,neutral,Setswana,waitse ke otsela hela mogo sa nnang sentle must be last night s allergex coz ng ng,"['waitse', 'ke', 'otsela', 'hela', 'mogo', 'sa', 'nnang', 'sentle', 'must', 'be', 'last', 'night', 's', 'allergex', 'coz', 'ng', 'ng']"
@user wa bo o ka tshega ke bua nnete,positive,Setswana,wa bo o ka tshega ke bua nnete,"['wa', 'bo', 'o', 'ka', 'tshega', 'ke', 'bua', 'nnete']"
muuuuuuuuurrrrr bona nnete e tswile e mo baile fatshe go mashwe ,negative,Setswana,muuuuuuuuurrrrr bona nnete e tswile e mo baile fatshe go mashwe,"['muuuuuuuuurrrrr', 'bona', 'nnete', 'e', 'tswile', 'e', 'mo', 'baile', 'fatshe', 'go', 'mashwe']"
@user @user @user jaeva ka hloho fela ke palame n3 from durban to joburg ka nthoronthorong ,positive,Setswana,jaeva ka hloho fela ke palame n from durban to joburg ka nthoronthorong,"['jaeva', 'ka', 'hloho', 'fela', 'ke', 'palame', 'n', 'from', 'durban', 'to', 'joburg', 'ka', 'nthoronthorong']"
@user @user hi swinwe niri kwala tlhavekisa manyeleti,neutral,Setswana,hi swinwe niri kwala tlhavekisa manyeleti,"['hi', 'swinwe', 'niri', 'kwala', 'tlhavekisa', 'manyeleti']"
@user nna nka se go thuse ebile o mo loba jaana,negative,Setswana,nna nka se go thuse ebile o mo loba jaana,"['nna', 'nka', 'se', 'go', 'thuse', 'ebile', 'o', 'mo', 'loba', 'jaana']"
even though i got 2 items only ha go tlaa siama i guess ,positive,Setswana,even though i got items only ha go tlaa siama i guess,"['even', 'though', 'i', 'got', 'items', 'only', 'ha', 'go', 'tlaa', 'siama', 'i', 'guess']"
le ha tsela e le thata we are kaizer chiefs,negative,Setswana,le ha tsela e le thata we are kaizer chiefs,"['le', 'ha', 'tsela', 'e', 'le', 'thata', 'we', 'are', 'kaizer', 'chiefs']"
@user kopa osa mpoledisa thata ,negative,Setswana,kopa osa mpoledisa thata,"['kopa', 'osa', 'mpoledisa', 'thata']"
weekend ye tsenang ye e bokete hela thata mo go nna ,negative,Setswana,weekend ye tsenang ye e bokete hela thata mo go nna,"['weekend', 'ye', 'tsenang', 'ye', 'e', 'bokete', 'hela', 'thata', 'mo', 'go', 'nna']"
@user eiiii re kopana le dilo mo bophelong watseba,neutral,Setswana,eiiii re kopana le dilo mo bophelong watseba,"['eiiii', 're', 'kopana', 'le', 'dilo', 'mo', 'bophelong', 'watseba']"
@user le jaana rra re bolawa ke tala - in that man s voice wa petrol ko duma fm ,negative,Setswana,le jaana rra re bolawa ke tala in that man s voice wa petrol ko duma fm,"['le', 'jaana', 'rra', 're', 'bolawa', 'ke', 'tala', 'in', 'that', 'man', 's', 'voice', 'wa', 'petrol', 'ko', 'duma', 'fm']"
@user tlhe mma o ska tshega kgantele,neutral,Setswana,tlhe mma o ska tshega kgantele,"['tlhe', 'mma', 'o', 'ska', 'tshega', 'kgantele']"
@user @user tatana chauke wa ku laba poso ,negative,Setswana,tatana chauke wa ku laba poso,"['tatana', 'chauke', 'wa', 'ku', 'laba', 'poso']"
@user bathung ga le a fa ngwana o mongwe chance go tshameka already wa tsamaya itjoo bosula ke jwa eng maar,negative,Setswana,bathung ga le a fa ngwana o mongwe chance go tshameka already wa tsamaya itjoo bosula ke jwa eng maar,"['bathung', 'ga', 'le', 'a', 'fa', 'ngwana', 'o', 'mongwe', 'chance', 'go', 'tshameka', 'already', 'wa', 'tsamaya', 'itjoo', 'bosula', 'ke', 'jwa', 'eng', 'maar']"
kgang tsa kwa ga masi bathong amme ke ta robala ,positive,Setswana,kgang tsa kwa ga masi bathong amme ke ta robala,"['kgang', 'tsa', 'kwa', 'ga', 'masi', 'bathong', 'amme', 'ke', 'ta', 'robala']"
